,STATION,DATE,TEMP,MAX,MIN,CELSIUS
1907,RP000098755,2018-03-23,78.44,85.64,73.04,25.80
1908,RP000098755,2018-03-24,79.16,86.90,,26.20
1909,RP000098755,2018-03-25,80.96,87.98,74.48,27.20
1910,RP000098755,2018-03-26,79.16,84.74,,26.20
1911,RP000098755,2018-03-27,78.80,87.80,,26.00
1912,RP000098755,2018-03-28,82.04,92.30,68.72,27.80
1913,RP000098755,2018-03-29,81.32,89.60,74.12,27.40
1914,RP000098755,2018-03-30,81.32,90.50,72.50,27.40
1915,RP000098755,2018-03-31,77.90,85.10,,25.50
1916,RP000098755,2018-04-01,82.04,90.86,72.50,27.80
1917,RP000098755,2018-04-02,82.94,,74.48,28.30
1918,RP000098755,2018-04-03,81.32,91.04,75.20,27.40
1919,RP000098755,2018-04-04,81.14,86.90,75.02,27.30
1920,RP000098755,2018-04-05,78.98,86.54,,26.10
1921,RP000098755,2018-04-06,80.06,86.90,70.88,26.70
1922,RP000098755,2018-04-07,81.50,89.42,73.04,27.50
1923,RP000098755,2018-04-08,82.22,90.50,75.56,27.90
1924,RP000098755,2018-04-09,82.76,90.68,75.20,28.20
1925,RP000098755,2018-04-10,80.78,87.26,75.20,27.10
1926,RP000098755,2018-04-11,80.96,,,27.20
1927,RP000098755,2018-04-12,80.60,87.08,75.38,27.00
1928,RP000098755,2018-04-13,82.22,87.62,74.66,27.90
1929,RP000098755,2018-04-14,83.12,87.62,77.36,28.40
1930,RP000098755,2018-04-15,79.34,86.00,,26.30
1931,RP000098755,2018-04-16,79.88,85.82,75.56,26.60
1932,RP000098755,2018-04-17,80.42,88.34,75.20,26.90
1933,RP000098755,2018-04-18,78.08,82.40,,25.60
1934,RP000098755,2018-04-19,80.42,88.70,73.22,26.90
1935,RP000098755,2018-04-20,80.24,86.72,,26.80
1936,RP000098755,2018-04-21,79.52,89.96,74.30,26.40
1937,RP000098755,2018-04-22,81.14,88.52,73.76,27.30
1938,RP000098755,2018-04-23,82.22,89.96,75.20,27.90
1939,RP000098755,2018-04-24,81.86,87.98,74.84,27.70
1940,RP000098755,2018-04-25,81.32,90.50,74.84,27.40
1941,RP000098755,2018-04-26,82.76,89.78,75.38,28.20
1942,RP000098755,2018-04-27,80.24,88.70,,26.80
1943,RP000098755,2018-04-28,81.50,89.60,75.20,27.50
1944,RP000098755,2018-04-29,82.04,90.50,74.30,27.80
1945,RP000098755,2018-04-30,82.94,91.76,75.20,28.30
1946,RP000098755,2018-05-01,82.22,89.24,76.10,27.90
1947,RP000098755,2018-05-02,79.88,87.80,,26.60
1948,RP000098755,2018-05-03,81.50,90.86,74.84,27.50
1949,RP000098755,2018-05-04,81.86,89.96,75.56,27.70
1950,RP000098755,2018-05-05,82.22,89.60,,27.90
1951,RP000098755,2018-05-06,82.58,88.16,,28.10
1952,RP000098755,2018-05-07,82.76,90.50,75.92,28.20
1953,RP000098755,2018-05-08,82.76,92.30,,28.20
1954,RP000098755,2018-05-09,82.04,90.32,75.38,27.80
1955,RP000098755,2018-05-10,81.14,88.52,,27.30
1956,RP000098755,2018-05-11,83.48,89.96,73.94,28.60
1957,RP000098755,2018-05-12,83.48,90.50,76.28,28.60
1958,RP000098755,2018-05-13,83.84,90.14,77.54,28.80
1959,RP000098755,2018-05-14,84.38,92.30,77.36,29.10
1960,RP000098755,2018-05-15,84.74,92.30,77.18,29.30
1961,RP000098755,2018-05-16,82.58,90.14,,28.10
1962,RP000098755,2018-05-17,82.94,89.78,76.64,28.30
1963,RP000098755,2018-05-18,83.84,93.02,76.28,28.80
1964,RP000098755,2018-05-19,83.66,92.30,76.82,28.70
1965,RP000098755,2018-05-20,82.94,91.22,,28.30
1966,RP000098755,2018-05-21,84.02,93.20,75.20,28.90
1967,RP000098755,2018-05-22,84.20,92.84,76.28,29.00
1968,RP000098755,2018-05-23,84.02,93.20,76.10,28.90
1969,RP000098755,2018-05-24,84.20,91.94,77.00,29.00
1970,RP000098755,2018-05-25,79.70,84.92,,26.50
1971,RP000098755,2018-05-26,83.30,88.88,75.20,28.50
1972,RP000098755,2018-05-27,82.94,93.02,77.00,28.30
1973,RP000098755,2018-05-28,83.12,91.04,,28.40
1974,RP000098755,2018-05-29,81.68,92.30,74.66,27.60
1975,RP000098755,2018-05-30,76.64,81.14,,24.80
1976,RP000098755,2018-05-31,81.68,90.86,72.86,27.60
1977,RP000098755,2018-06-01,82.22,91.22,74.84,27.90
1978,RP000098755,2018-06-02,79.88,86.54,75.92,26.60
1979,RP000098755,2018-06-03,82.40,92.12,77.00,28.00
1980,RP000098755,2018-06-04,84.02,91.40,76.10,28.90
1981,RP000098755,2018-06-05,81.50,86.00,,27.50
1982,RP000098755,2018-06-06,80.60,89.60,,27.00
1983,RP000098755,2018-06-07,86.18,96.08,76.64,30.10
1984,RP000098755,2018-06-08,85.82,93.56,78.62,29.90
1985,RP000098755,2018-06-09,85.28,94.10,,29.60
1986,RP000098755,2018-06-10,85.82,93.92,77.54,29.90
1987,RP000098755,2018-06-11,85.28,95.00,,29.60
1988,RP000098755,2018-06-12,83.66,94.64,,28.70
1989,RP000098755,2018-06-13,83.48,94.28,73.76,28.60
1990,RP000098755,2018-06-14,82.40,92.66,74.84,28.00
1991,RP000098755,2018-06-15,82.58,93.20,75.02,28.10
1992,RP000098755,2018-06-16,81.68,93.02,75.20,27.60
1993,RP000098755,2018-06-17,81.32,92.84,75.02,27.40
1994,RP000098755,2018-06-18,79.88,91.04,,26.60
1995,RP000098755,2018-06-19,82.76,92.30,72.50,28.20
1996,RP000098755,2018-06-20,80.24,93.20,,26.80
1997,RP000098755,2018-06-21,80.78,92.30,73.76,27.10
1998,RP000098755,2018-06-22,81.68,90.14,72.68,27.60
1999,RP000098755,2018-06-23,81.68,90.86,,27.60
2000,RP000098755,2018-06-24,83.84,91.94,74.30,28.80
2001,RP000098755,2018-06-25,83.84,92.66,75.56,28.80
2002,RP000098755,2018-06-26,83.48,93.56,75.38,28.60
2003,RP000098755,2018-06-27,82.04,90.86,74.48,27.80
2004,RP000098755,2018-06-28,84.02,92.66,75.20,28.90
2005,RP000098755,2018-06-29,84.38,95.54,,29.10
2006,RP000098755,2018-06-30,83.12,,73.94,28.40
2007,RP000098755,2018-07-01,84.02,95.18,73.40,28.90
2008,RP000098755,2018-07-02,82.40,93.02,74.66,28.00
2009,RP000098755,2018-07-03,82.76,94.10,74.84,28.20
2010,RP000098755,2018-07-04,80.42,91.76,,26.90
2011,RP000098755,2018-07-05,80.60,91.94,73.40,27.00
2012,RP000098755,2018-07-06,80.60,92.84,73.40,27.00
2013,RP000098755,2018-07-07,82.76,94.64,74.66,28.20
2014,RP000098755,2018-07-08,83.48,93.92,76.10,28.60
2015,RP000098755,2018-07-09,83.84,95.00,75.74,28.80
2016,RP000098755,2018-07-10,80.06,94.10,,26.70
2017,RP000098755,2018-07-11,81.50,93.56,73.40,27.50
2018,RP000098755,2018-07-12,78.44,81.50,75.38,25.80
2019,RP000098755,2018-07-13,81.32,87.80,76.10,27.40
2020,RP000098755,2018-07-14,83.30,95.36,,28.50
2021,RP000098755,2018-07-15,80.42,92.12,,26.90
2022,RP000098755,2018-07-16,80.06,88.70,74.84,26.70
2023,RP000098755,2018-07-17,84.38,92.66,75.20,29.10
2024,RP000098755,2018-07-18,84.20,93.56,,29.00
2025,RP000098755,2018-07-19,84.92,93.20,77.00,29.40
2026,RP000098755,2018-07-20,81.86,95.72,,27.70
2027,RP000098755,2018-07-21,82.40,94.10,75.20,28.00
2028,RP000098755,2018-07-22,79.88,94.10,,26.60
2029,RP000098755,2018-07-23,83.12,91.76,75.20,28.40
2030,RP000098755,2018-07-24,85.64,94.46,77.36,29.80
2031,RP000098755,2018-07-25,85.46,97.16,77.00,29.70
2032,RP000098755,2018-07-26,84.92,96.08,77.36,29.40
2033,RP000098755,2018-07-27,83.12,95.18,,28.40
2034,RP000098755,2018-07-28,83.48,93.38,73.76,28.60
2035,RP000098755,2018-07-29,81.68,95.90,74.84,27.60
2036,RP000098755,2018-07-30,83.30,95.36,74.30,28.50
2037,RP000098755,2018-07-31,82.76,94.10,75.38,28.20
2038,RP000098755,2018-08-01,82.22,93.20,75.56,27.90
2039,RP000098755,2018-08-02,82.76,92.66,77.00,28.20
2040,RP000098755,2018-08-03,80.24,90.86,,26.80
2041,RP000098755,2018-08-04,82.94,92.12,74.30,28.30
2042,RP000098755,2018-08-05,82.76,90.32,77.54,28.20
2043,RP000098755,2018-08-06,84.20,95.54,78.08,29.00
2044,RP000098755,2018-08-07,84.74,92.30,73.58,29.30
2045,RP000098755,2018-08-08,83.66,94.28,,28.70
2046,RP000098755,2018-08-09,83.48,96.08,,28.60
2047,RP000098755,2018-08-10,83.48,95.54,,28.60
2048,RP000098755,2018-08-11,82.94,90.50,75.56,28.30
2049,RP000098755,2018-08-12,83.66,97.16,76.10,28.70
2050,RP000098755,2018-08-13,84.74,96.44,75.56,29.30
2051,RP000098755,2018-08-14,85.28,97.16,77.00,29.60
2052,RP000098755,2018-08-15,84.74,95.36,77.90,29.30
2053,RP000098755,2018-08-16,82.04,89.06,,27.80
2054,RP000098755,2018-08-17,82.40,94.82,76.10,28.00
2055,RP000098755,2018-08-18,83.12,96.44,75.74,28.40
2056,RP000098755,2018-08-19,81.68,90.68,76.10,27.60
2057,RP000098755,2018-08-20,83.66,95.54,75.74,28.70
2058,RP000098755,2018-08-21,85.28,92.66,75.92,29.60
2059,RP000098755,2018-08-22,81.86,91.04,,27.70
2060,RP000098755,2018-08-23,82.58,93.92,,28.10
2061,RP000098755,2018-08-24,80.06,91.94,,26.70
2062,RP000098755,2018-08-25,79.70,87.80,73.94,26.50
2063,RP000098755,2018-08-26,79.70,90.68,,26.50
2064,RP000098755,2018-08-27,83.12,92.30,71.96,28.40
2065,RP000098755,2018-08-28,82.76,90.50,74.30,28.20
2066,RP000098755,2018-08-29,82.04,90.14,75.38,27.80
2067,RP000098755,2018-08-30,78.98,91.04,,26.10
2068,RP000098755,2018-08-31,81.32,91.04,73.40,27.40
2069,RP000098755,2018-09-01,82.94,95.36,74.12,28.30
2070,RP000098755,2018-09-02,83.84,93.20,75.56,28.80
2071,RP000098755,2018-09-03,84.02,93.56,77.00,28.90
2072,RP000098755,2018-09-04,81.32,92.30,,27.40
2073,RP000098755,2018-09-05,81.86,94.28,73.94,27.70
2074,RP000098755,2018-09-06,85.28,95.36,74.48,29.60
2075,RP000098755,2018-09-07,83.48,96.08,,28.60
2076,RP000098755,2018-09-08,81.32,91.76,75.20,27.40
2077,RP000098755,2018-09-09,80.06,88.88,74.30,26.70
2078,RP000098755,2018-09-10,80.06,91.76,,26.70
2079,RP000098755,2018-09-11,79.52,94.10,73.40,26.40
2080,RP000098755,2018-09-12,80.60,89.24,74.48,27.00
2081,RP000098755,2018-09-13,81.68,86.72,76.10,27.60
2082,RP000098755,2018-09-14,82.40,90.50,78.62,28.00
2083,RP000098755,2018-09-15,83.84,92.84,,28.80
2084,RP000098755,2018-09-16,83.12,89.60,,28.40
2085,RP000098755,2018-09-18,79.34,89.24,,26.30
2086,RP000098755,2018-09-19,82.04,91.94,,27.80
2087,RP000098755,2018-09-20,78.08,,,25.60
2088,RP000098755,2018-09-21,80.24,90.32,72.86,26.80
2089,RP000098755,2018-09-22,82.58,91.22,75.74,28.10
2090,RP000098755,2018-09-23,81.50,91.04,75.38,27.50
2091,RP000098755,2018-09-24,83.30,94.10,74.30,28.50
2092,RP000098755,2018-09-25,83.66,96.44,74.30,28.70
2093,RP000098755,2018-09-26,85.46,94.82,76.46,29.70
2094,RP000098755,2018-09-27,85.28,95.72,75.74,29.60
2095,RP000098755,2018-09-28,83.48,92.12,,28.60
2096,RP000098755,2018-09-29,83.66,91.94,76.10,28.70
2097,RP000098755,2018-09-30,83.30,92.30,76.28,28.50
2098,RP000098755,2018-10-01,80.06,93.38,,26.70
2099,RP000098755,2018-10-02,82.04,92.30,74.48,27.80
2100,RP000098755,2018-10-03,80.96,91.04,,27.20
2101,RP000098755,2018-10-04,81.86,91.76,75.02,27.70
2102,RP000098755,2018-10-05,82.58,90.50,74.84,28.10
2103,RP000098755,2018-10-06,82.04,90.32,75.92,27.80
2104,RP000098755,2018-10-07,82.94,87.80,76.10,28.30
2105,RP000098755,2018-10-08,81.68,88.70,,27.60
2106,RP000098755,2018-10-09,81.50,90.14,74.30,27.50
2107,RP000098755,2018-10-10,81.14,88.70,73.76,27.30
2108,RP000098755,2018-10-11,81.86,88.16,74.12,27.70
2109,RP000098755,2018-10-12,81.86,87.26,75.92,27.70
2110,RP000098755,2018-10-13,81.50,,75.92,27.50
2111,RP000098755,2018-10-14,79.52,86.36,74.30,26.40
2112,RP000098755,2018-10-15,81.68,88.16,74.66,27.60
2113,RP000098755,2018-10-16,80.24,89.60,,26.80
2114,RP000098755,2018-10-17,79.88,89.24,73.04,26.60
2115,RP000098755,2018-10-18,80.78,87.44,73.04,27.10
2116,RP000098755,2018-10-19,80.78,87.08,75.20,27.10
2117,RP000098755,2018-10-20,81.68,88.70,74.48,27.60
2118,RP000098755,2018-10-21,81.32,91.04,75.20,27.40
2119,RP000098755,2018-10-22,79.52,86.72,,26.40
2120,RP000098755,2018-10-23,79.34,91.76,71.96,26.30
2121,RP000098755,2018-10-24,81.14,89.78,75.38,27.30
2122,RP000098755,2018-10-25,82.22,90.50,75.74,27.90
2123,RP000098755,2018-10-26,81.14,88.16,74.84,27.30
2124,RP000098755,2018-10-27,80.96,89.60,74.30,27.20
2125,RP000098755,2018-10-28,81.68,92.12,74.30,27.60
2126,RP000098755,2018-10-29,82.76,93.92,72.68,28.20
2127,RP000098755,2018-10-30,83.12,90.32,75.20,28.40
2128,RP000098755,2018-10-31,82.58,,,28.10
2129,RP000098755,2018-11-01,82.04,89.42,75.38,27.80
2130,RP000098755,2018-11-02,80.96,87.08,75.74,27.20
2131,RP000098755,2018-11-03,79.70,86.72,75.56,26.50
2132,RP000098755,2018-11-04,81.14,87.26,75.02,27.30
2133,RP000098755,2018-11-05,80.96,87.80,76.10,27.20
2134,RP000098755,2018-11-06,80.60,85.46,75.92,27.00
2135,RP000098755,2018-11-07,81.14,85.28,,27.30
2136,RP000098755,2018-11-08,79.88,88.16,,26.60
2137,RP000098755,2018-11-09,80.78,87.26,74.30,27.10
2138,RP000098755,2018-11-10,78.44,84.92,75.20,25.80
2139,RP000098755,2018-11-11,79.52,85.64,75.20,26.40
2140,RP000098755,2018-11-12,76.82,78.80,75.20,24.90
2141,RP000098755,2018-11-13,76.82,80.06,,24.90
2142,RP000098755,2018-11-14,80.60,86.90,74.12,27.00
2143,RP000098755,2018-11-15,78.98,83.84,,26.10
2144,RP000098755,2018-11-16,78.62,86.72,73.94,25.90
2145,RP000098755,2018-11-17,80.24,87.26,,26.80
2146,RP000098755,2018-11-18,80.96,87.44,71.60,27.20
2147,RP000098755,2018-11-19,74.84,78.98,,23.80
2148,RP000098755,2018-11-20,77.72,86.36,70.34,25.40
2149,RP000098755,2018-11-21,81.68,88.70,72.50,27.60
2150,RP000098755,2018-11-22,81.32,87.26,75.56,27.40
2151,RP000098755,2018-11-23,80.96,88.88,,27.20
2152,RP000098755,2018-11-24,81.32,90.50,73.40,27.40
2153,RP000098755,2018-11-25,82.04,89.06,74.30,27.80
2154,RP000098755,2018-11-26,82.22,89.60,76.10,27.90
2155,RP000098755,2018-11-27,81.32,89.06,76.28,27.40
2156,RP000098755,2018-11-28,79.34,,75.92,26.30
2157,RP000098755,2018-11-29,80.06,87.44,,26.70
2158,RP000098755,2018-11-30,79.52,87.98,73.76,26.40
2159,RP000098755,2018-12-01,77.72,84.20,,25.40
2160,RP000098755,2018-12-02,78.80,88.34,73.40,26.00
2161,RP000098755,2018-12-03,80.78,89.42,72.32,27.10
2162,RP000098755,2018-12-04,80.78,86.36,74.48,27.10
2163,RP000098755,2018-12-05,81.50,86.54,76.46,27.50
2164,RP000098755,2018-12-06,82.22,87.26,77.36,27.90
2165,RP000098755,2018-12-07,80.78,86.00,77.00,27.10
2166,RP000098755,2018-12-08,82.22,86.90,76.10,27.90
2167,RP000098755,2018-12-09,80.78,86.90,76.28,27.10
2168,RP000098755,2018-12-10,80.24,87.26,75.20,26.80
2169,RP000098755,2018-12-11,80.06,86.18,75.20,26.70
2170,RP000098755,2018-12-12,79.88,86.54,74.66,26.60
2171,RP000098755,2018-12-13,80.78,85.82,74.30,27.10
2172,RP000098755,2018-12-14,81.32,86.36,76.10,27.40
2173,RP000098755,2018-12-15,81.86,87.08,77.00,27.70
2174,RP000098755,2018-12-16,80.24,86.00,76.10,26.80
2175,RP000098755,2018-12-17,78.62,86.00,,25.90
2176,RP000098755,2018-12-18,80.06,87.98,73.76,26.70
2177,RP000098755,2018-12-19,78.44,90.50,,25.80
2178,RP000098755,2018-12-20,79.16,86.00,72.68,26.20
2179,RP000098755,2018-12-21,79.16,85.82,74.30,26.20
2180,RP000098755,2018-12-22,80.24,88.52,75.20,26.80
2181,RP000098755,2018-12-23,79.16,84.56,75.38,26.20
2182,RP000098755,2018-12-24,77.00,81.50,75.20,25.00
2183,RP000098755,2018-12-25,80.24,88.34,73.58,26.80
2184,RP000098755,2018-12-26,80.78,90.50,,27.10
2185,RP000098755,2018-12-27,81.14,87.98,74.48,27.30
2186,RP000098755,2018-12-28,81.68,88.88,76.82,27.60
2187,RP000098755,2018-12-29,81.86,88.70,76.10,27.70
2188,RP000098755,2018-12-30,79.70,84.56,,26.50
2189,RP000098755,2018-12-31,80.42,95.36,74.12,26.90
2190,RP000098755,2019-01-01,81.86,87.08,75.56,27.70
2191,RP000098755,2019-01-02,81.50,84.56,79.16,27.50
2192,RP000098755,2019-01-03,82.22,95.36,,27.90
2193,RP000098755,2019-01-04,80.60,87.44,72.50,27.00
2194,RP000098755,2019-01-05,78.80,82.40,75.20,26.00
2195,RP000098755,2019-01-06,79.88,103.10,,26.60
2196,RP000098755,2019-01-07,78.62,85.28,71.60,25.90
2197,RP000098755,2019-01-08,80.78,85.28,73.40,27.10
2198,RP000098755,2019-01-09,80.60,85.82,74.48,27.00
2199,RP000098755,2019-01-10,78.80,84.74,,26.00
2200,RP000098755,2019-01-11,77.00,81.50,,25.00
2201,RP000098755,2019-01-12,77.18,82.40,72.50,25.10
2202,RP000098755,2019-01-13,79.52,84.92,74.12,26.40
2203,RP000098755,2019-01-14,80.42,85.10,75.20,26.90
2204,RP000098755,2019-01-15,79.88,84.74,73.40,26.60
2205,RP000098755,2019-01-16,78.80,84.02,74.84,26.00
2206,RP000098755,2019-01-17,78.98,85.10,,26.10
2207,RP000098755,2019-01-18,78.26,83.84,72.14,25.70
2208,RP000098755,2019-01-19,75.92,81.32,73.40,24.40
2209,RP000098755,2019-01-20,76.64,79.88,73.40,24.80
2210,RP000098755,2019-01-21,80.60,87.08,74.30,27.00
2211,RP000098755,2019-01-22,79.52,85.46,76.10,26.40
2212,RP000098755,2019-01-23,81.32,86.36,75.92,27.40
2213,RP000098755,2019-01-24,80.24,84.92,76.64,26.80
2214,RP000098755,2019-01-25,80.78,86.00,75.38,27.10
2215,RP000098755,2019-01-26,75.74,80.60,,24.30
2216,RP000098755,2019-01-27,74.12,79.34,70.52,23.40
2217,RP000098755,2019-01-28,74.84,79.52,70.70,23.80
2218,RP000098755,2019-01-29,74.84,80.60,,23.80
2219,RP000098755,2019-01-30,74.84,80.06,70.16,23.80
2220,RP000098755,2019-01-31,78.08,83.48,71.42,25.60
2221,RP000098755,2019-02-01,76.10,83.84,,24.50
2222,RP000098755,2019-02-02,78.26,84.74,68.00,25.70
2223,RP000098755,2019-02-03,77.54,82.40,,25.30
2224,RP000098755,2019-02-04,76.28,78.98,73.40,24.60
2225,RP000098755,2019-02-05,78.44,91.94,73.94,25.80
2226,RP000098755,2019-02-06,78.26,84.02,,25.70
2227,RP000098755,2019-02-07,78.08,84.92,71.42,25.60
2228,RP000098755,2019-02-08,78.08,84.20,72.50,25.60
2229,RP000098755,2019-02-09,77.54,85.46,72.50,25.30
2230,RP000098755,2019-02-10,80.24,84.20,72.32,26.80
2231,RP000098755,2019-02-11,79.16,83.84,74.84,26.20
2232,RP000098755,2019-02-12,79.52,84.92,74.48,26.40
2233,RP000098755,2019-02-13,78.08,84.20,,25.60
2234,RP000098755,2019-02-14,78.98,86.90,69.80,26.10
2235,RP000098755,2019-02-15,78.62,86.36,73.40,25.90
2236,RP000098755,2019-02-16,75.38,80.24,,24.10
2237,RP000098755,2019-02-17,77.18,,71.24,25.10
2238,RP000098755,2019-02-18,79.34,84.74,71.06,26.30
2239,RP000098755,2019-02-19,78.62,84.56,72.50,25.90
2240,RP000098755,2019-02-20,79.34,85.82,,26.30
2241,RP000098755,2019-02-21,76.46,84.92,,24.70
2242,RP000098755,2019-02-22,77.90,85.82,66.20,25.50
2243,RP000098755,2019-02-23,76.82,84.56,68.90,24.90
2244,RP000098755,2019-02-24,77.18,84.38,,25.10
2245,RP000098755,2019-02-25,77.36,84.20,68.00,25.20
2246,RP000098755,2019-02-26,75.74,83.84,,24.30
2247,RP000098755,2019-02-27,77.00,86.72,65.30,25.00
2248,RP000098755,2019-02-28,77.72,84.56,69.98,25.40
2249,RP000098755,2019-03-01,80.06,86.54,73.94,26.70
2250,RP000098755,2019-03-02,78.44,85.10,73.40,25.80
2251,RP000098755,2019-03-03,80.24,87.98,73.40,26.80
2252,RP000098755,2019-03-04,79.52,86.72,72.50,26.40
2253,RP000098755,2019-03-05,78.98,84.02,,26.10
2254,RP000098755,2019-03-06,80.06,84.74,72.50,26.70
2255,RP000098755,2019-03-07,77.90,84.92,,25.50
2256,RP000098755,2019-03-08,77.54,84.92,71.96,25.30
2257,RP000098755,2019-03-09,78.44,85.46,71.60,25.80
2258,RP000098755,2019-03-10,78.44,85.82,71.60,25.80
2259,RP000098755,2019-03-11,78.26,84.92,71.60,25.70
2260,RP000098755,2019-03-12,78.98,85.46,72.50,26.10
2261,RP000098755,2019-03-13,78.98,,72.50,26.10
2262,RP000098755,2019-03-14,79.52,85.10,71.96,26.40
2263,RP000098755,2019-03-15,78.98,86.36,,26.10
2264,RP000098755,2019-03-16,77.54,87.62,,25.30
2265,RP000098755,2019-03-17,79.70,86.90,73.76,26.50
2266,RP000098755,2019-03-18,77.18,82.40,75.20,25.10
2267,RP000098755,2019-03-19,79.88,84.92,74.30,26.60
2268,RP000098755,2019-03-20,79.34,84.56,,26.30
2269,RP000098755,2019-03-21,79.34,86.72,72.32,26.30
2270,RP000098755,2019-03-22,79.52,84.92,71.24,26.40
2271,RP000098755,2019-03-23,79.88,85.46,72.50,26.60
2272,RP000098755,2019-03-24,80.06,85.64,,26.70
2273,RP000098755,2019-03-25,78.08,85.82,,25.60
2274,RP000098755,2019-03-26,81.14,87.62,68.90,27.30
2275,RP000098755,2019-03-27,79.88,85.82,,26.60
2276,RP000098755,2019-03-28,78.62,85.28,,25.90
2277,RP000098755,2019-03-29,78.08,84.56,70.88,25.60
2278,RP000098755,2019-03-30,79.52,85.46,70.70,26.40
2279,RP000098755,2019-03-31,81.32,87.08,70.52,27.40
2280,RP000098755,2019-04-01,79.34,86.90,,26.30
2281,RP000098755,2019-04-02,80.24,86.18,75.20,26.80
2282,RP000098755,2019-04-03,79.34,84.56,75.02,26.30
2283,RP000098755,2019-04-04,80.24,86.72,,26.80
2284,RP000098755,2019-04-05,80.78,85.46,73.94,27.10
2285,RP000098755,2019-04-06,81.32,87.62,74.84,27.40
2286,RP000098755,2019-04-07,79.70,86.00,68.90,26.50
2287,RP000098755,2019-04-08,80.24,84.20,75.20,26.80
2288,RP000098755,2019-04-09,80.06,91.04,77.00,26.70
2289,RP000098755,2019-04-10,80.60,85.10,76.82,27.00
2290,RP000098755,2019-04-11,81.32,89.42,76.82,27.40
2291,RP000098755,2019-04-12,83.48,88.34,76.28,28.60
2292,RP000098755,2019-04-13,80.78,86.72,,27.10
2293,RP000098755,2019-04-14,80.78,86.54,74.84,27.10
2294,RP000098755,2019-04-15,80.96,86.54,74.30,27.20
2295,RP000098755,2019-04-16,80.42,86.72,,26.90
2296,RP000098755,2019-04-17,81.14,89.96,72.14,27.30
2297,RP000098755,2019-04-18,82.22,88.52,74.30,27.90
2298,RP000098755,2019-04-19,82.58,89.60,,28.10
2299,RP000098755,2019-04-20,81.68,88.52,73.76,27.60
2300,RP000098755,2019-04-21,81.32,85.82,75.56,27.40
2301,RP000098755,2019-04-22,81.14,87.08,,27.30
2302,RP000098755,2019-04-23,80.24,87.08,,26.80
2303,RP000098755,2019-04-24,80.42,87.62,72.50,26.90
2304,RP000098755,2019-04-25,80.60,87.08,75.02,27.00
2305,RP000098755,2019-04-26,81.32,86.36,,27.40
2306,RP000098755,2019-04-27,80.96,88.70,,27.20
2307,RP000098755,2019-04-28,80.96,88.70,,27.20
2308,RP000098755,2019-04-29,80.96,87.08,75.02,27.20
2309,RP000098755,2019-04-30,81.32,88.52,75.20,27.40
2310,RP000098755,2019-05-01,80.24,87.26,75.92,26.80
2311,RP000098755,2019-05-02,80.78,87.62,75.02,27.10
2312,RP000098755,2019-05-03,82.04,88.52,74.48,27.80
2313,RP000098755,2019-05-04,82.94,92.30,75.20,28.30
2314,RP000098755,2019-05-05,82.76,91.22,74.84,28.20
2315,RP000098755,2019-05-06,84.02,94.10,75.20,28.90
2316,RP000098755,2019-05-07,84.56,92.48,76.46,29.20
2317,RP000098755,2019-05-08,85.82,93.92,76.82,29.90
2318,RP000098755,2019-05-09,82.76,92.48,,28.20
2319,RP000098755,2019-05-10,82.94,,75.20,28.30
2320,RP000098755,2019-05-11,83.48,93.20,75.56,28.60
2321,RP000098755,2019-05-12,80.96,84.74,77.54,27.20
2322,RP000098755,2019-05-13,83.48,88.88,,28.60
2323,RP000098755,2019-05-14,83.48,90.50,76.64,28.60
2324,RP000098755,2019-05-15,82.58,92.66,,28.10
2325,RP000098755,2019-05-16,84.74,92.66,74.84,29.30
2326,RP000098755,2019-05-17,81.14,91.94,,27.30
2327,RP000098755,2019-05-18,83.66,92.30,74.48,28.70
2328,RP000098755,2019-05-19,84.56,91.94,75.38,29.20
2329,RP000098755,2019-05-20,86.54,96.08,76.82,30.30
2330,RP000098755,2019-05-21,84.92,95.00,,29.40
2331,RP000098755,2019-05-22,84.20,95.00,,29.00
2332,RP000098755,2019-05-23,84.92,94.64,75.56,29.40
2333,RP000098755,2019-05-24,84.74,,77.00,29.30
2334,RP000098755,2019-05-25,83.84,94.46,77.00,28.80
2335,RP000098755,2019-05-26,83.66,92.30,76.46,28.70
2336,RP000098755,2019-05-27,84.74,,77.18,29.30
2337,RP000098755,2019-05-28,83.48,92.30,,28.60
2338,RP000098755,2019-05-29,84.74,92.84,75.92,29.30
2339,RP000098755,2019-05-30,80.60,87.08,,27.00
2340,RP000098755,2019-05-31,83.12,92.84,75.20,28.40
2341,RP000098755,2019-06-01,80.78,88.88,77.00,27.10
2342,RP000098755,2019-06-02,80.78,88.52,,27.10
2343,RP000098755,2019-06-03,81.32,88.16,75.74,27.40
2344,RP000098755,2019-06-04,78.98,89.24,75.56,26.10
2345,RP000098755,2019-06-05,81.50,90.86,74.30,27.50
2346,RP000098755,2019-06-06,82.94,91.40,74.84,28.30
2347,RP000098755,2019-06-07,82.58,90.86,76.10,28.10
2348,RP000098755,2019-06-08,80.24,88.88,77.00,26.80
2349,RP000098755,2019-06-09,83.84,90.68,76.28,28.80
2350,RP000098755,2019-06-10,82.04,88.70,,27.80
2351,RP000098755,2019-06-11,83.84,93.74,75.92,28.80
2352,RP000098755,2019-06-12,85.46,93.02,77.18,29.70
2353,RP000098755,2019-06-13,84.38,95.00,77.54,29.10
2354,RP000098755,2019-06-14,82.58,91.40,,28.10
2355,RP000098755,2019-06-15,83.84,93.20,76.10,28.80
